User_ID,Recent_Activities,Purchase_History,Account_Type,Money_on_Account,Services_Taken,Age,Monthly_Income,Credit_Score,Number_of_Dependents,Education_Level,Gender
2907,4,5,Savings,2969.5834168715255,Real Estate Financing Consultation,47,3107.926911254178,377,2,Master's Degree,Male
2908,8,4,Savings,1012.5393496837701,Financial Education and Counseling,59,3578.6885281666177,669,3,Ph.D.,Male
2909,6,1,Savings,3605.0651848513207,Trust and Estate Planning Services,62,6551.582587079737,365,4,Master's Degree,Female
2910,3,2,Savings,1531.7042141863421,Wealth Management,19,6419.512051695051,554,2,High School,Female
2911,3,4,Savings,3201.739978121892,Online Loan Applications,31,3105.0135797663856,584,1,Master's Degree,Female
2912,8,5,Checking,4707.162986688539,Virtual Account Management,37,5626.660076147459,510,0,Ph.D.,Female
2913,1,1,Savings,3973.8489804965216,Financial Workshops and Seminars,63,7928.197787001081,831,4,High School,Male
2914,6,2,Savings,742.0756673874664,Student Loans,39,5453.410495058406,606,0,Bachelor's Degree,Female
2915,8,4,Checking,898.8772944008465,Personal Loan,29,9158.827208068462,308,3,Master's Degree,Female
2916,3,1,Savings,3885.2462342045,Financial Software Integration,38,2055.7109419905178,463,4,Bachelor's Degree,Male
2917,6,2,Checking,4756.456066307875,Personal Financial Management Tools,52,3016.665145631671,694,1,Master's Degree,Female
2918,8,1,Checking,2851.9020814877344,Mobile Wallets,54,8559.179114634117,545,0,Ph.D.,Male
2919,3,2,Checking,1632.2564484997363,Charitable Giving Accounts,52,2926.5316355338664,666,1,Bachelor's Degree,Female
2920,7,2,Savings,3557.6078617681223,Mobile Wallets,63,3722.5114674313504,523,4,Master's Degree,Male
2921,3,1,Savings,2561.0102734587904,Online Loan Applications,47,2608.0514290846245,630,3,Master's Degree,Male
2922,9,3,Checking,2707.0495669726965,Foreign Currency Accounts,30,2063.84874565327,358,3,Master's Degree,Male
2923,7,5,Checking,4857.546747475129,Individual Development Accounts (IDAs),28,8550.6582314984,476,2,Master's Degree,Female
2924,4,5,Checking,2496.573461688462,Mortgage,18,6627.503418898109,493,1,Bachelor's Degree,Female
2925,10,3,Checking,2514.539012757106,Mobile Banking,53,9917.054393714036,468,3,Ph.D.,Male
2926,9,1,Checking,580.1068160795959,Retirement Accounts,34,2208.558318749078,811,0,Master's Degree,Female
2927,8,1,Savings,1383.6857408724359,Trust and Estate Planning Services,25,2707.4013410405432,596,3,High School,Female
2928,9,3,Checking,1146.296547303218,Notary Services,32,2134.8379580858455,374,0,Master's Degree,Female
2929,1,3,Savings,3901.9713514972946,Business Accounts,40,3881.2249226489407,412,3,High School,Female
2930,7,2,Checking,3416.301934731631,Student Checking Accounts,40,8578.81632142354,589,0,Bachelor's Degree,Male
2931,9,2,Savings,4552.371067223432,Savings Account,54,8288.153878052406,341,2,Ph.D.,Female
2932,3,3,Savings,1982.119480169354,Student Loans,30,4259.0481139952535,512,3,Ph.D.,Female
2933,6,2,Checking,3392.9444916095995,Remote Deposit Capture,39,7366.647231259093,466,2,Ph.D.,Male
2934,2,2,Checking,2032.337125191374,Notary Services,49,2139.2047659714544,445,4,Ph.D.,Female
2935,1,3,Savings,3596.545635489619,ATM Fee Reimbursement,52,5937.807784040753,716,0,Bachelor's Degree,Female
2936,7,5,Checking,2370.893924940927,Overdraft Protection,42,9865.345620372487,315,0,Master's Degree,Male
2937,10,4,Savings,4332.170548917751,Cryptocurrency Services,26,9023.327323972666,817,1,Master's Degree,Male
2938,3,4,Checking,4521.169586488673,Financial Workshops and Seminars,28,5230.303235880401,500,2,Ph.D.,Female
2939,2,2,Checking,1697.5515336770554,Business Line of Credit,47,2949.548421548453,374,2,High School,Female
2940,8,5,Checking,1676.8205003001106,Auto Loan,22,6969.436221168613,381,2,Bachelor's Degree,Female
2941,10,3,Checking,4096.406924955219,Risk Assessment,47,8939.964953855979,515,2,High School,Male
2942,5,3,Checking,700.1190690084862,Certificate of Deposit (CD),56,4512.081971270011,740,1,High School,Male
2943,7,1,Savings,2217.7552100800717,Charitable Giving Accounts,21,6228.4953857409155,741,2,Master's Degree,Female
2944,6,3,Savings,1261.323311294907,Overdraft Protection,19,3824.7748629782227,551,2,Master's Degree,Male
2945,5,3,Checking,2688.119614800377,Notary Services,39,6930.186312207794,488,3,High School,Female
2946,9,4,Checking,3800.345459581022,Small Business Services,52,3388.864573382638,536,0,Master's Degree,Male
2947,4,3,Checking,4829.963244779489,Business Accounts,44,2851.240277585918,468,3,Bachelor's Degree,Female
2948,3,4,Savings,684.6661818218871,Peer-to-Peer (P2P) Payments,28,5160.310038654554,653,2,Master's Degree,Female
2949,7,3,Savings,1212.4157987695248,Mutual Funds,18,4576.461090850443,470,3,High School,Male
2950,4,4,Checking,1741.394985914443,Peer-to-Peer (P2P) Payments,61,2487.0264595511553,738,3,Ph.D.,Male
2951,5,1,Checking,641.2838025825921,Charitable Giving Accounts,45,8617.015038981524,659,2,Bachelor's Degree,Male
2952,8,1,Savings,1581.5973719176357,Prepaid Cards,57,4089.109361539144,564,4,Bachelor's Degree,Male
2953,2,5,Checking,1504.5636317989006,Customer Rewards Programs,43,3349.535842567491,686,4,High School,Female
2954,9,1,Checking,3129.380364564579,Real Estate Financing Consultation,64,3951.583912068733,475,0,Bachelor's Degree,Male
2955,2,1,Savings,3948.9639760634886,Certificate of Deposit (CD),44,9558.041924948626,773,0,Bachelor's Degree,Male
2956,8,4,Checking,4625.188364182543,Financial Workshops and Seminars,56,9054.102862486847,343,1,Ph.D.,Male
2957,5,5,Checking,3086.2808210625035,Customer Rewards Programs,21,7169.174600498416,635,2,Bachelor's Degree,Female
2958,3,4,Checking,2152.0942229659,Custodial Services,53,5530.661207630982,726,2,Ph.D.,Male
2959,8,2,Savings,4422.94036677343,Peer-to-Peer (P2P) Payments,52,5885.574512952127,357,0,High School,Female
2960,6,1,Savings,950.3039811562026,Trust and Estate Planning Services,61,5086.333670283162,456,1,Ph.D.,Male
2961,4,2,Savings,3070.9462632855125,Student Loans,52,5828.962520549776,755,4,Bachelor's Degree,Male
2962,5,1,Savings,3653.1772455129967,Fraud Protection Services,29,9419.350860993643,736,1,Bachelor's Degree,Male
2963,3,5,Savings,2236.522053183471,Virtual Account Management,64,5295.2818142482465,838,2,Master's Degree,Female
2964,1,4,Savings,4681.919428003101,Internet Banking,51,2105.139331968738,409,2,Master's Degree,Female
2965,1,3,Checking,818.4823081594686,Debt Consolidation Loans,59,2829.1523351799724,590,0,Master's Degree,Male
2966,4,5,Checking,4451.84913275285,Lines of Credit,59,9053.64088472712,648,3,Master's Degree,Male
2967,9,2,Checking,1332.7395359405068,Savings Account,19,8840.981937092622,586,1,Ph.D.,Male
2968,5,5,Checking,3819.70287157206,Certificate of Deposit (CD),33,6960.7530915556745,760,1,Master's Degree,Male
2969,8,1,Savings,3702.233808793944,Insurance Services,27,9901.997147917758,413,0,Bachelor's Degree,Female
2970,7,4,Savings,3242.058673687394,Mortgage,19,4954.772980124841,303,3,Bachelor's Degree,Male
2971,3,3,Savings,1865.6773766961198,Flexible Spending Accounts (FSAs),57,7184.39658289291,640,4,Ph.D.,Male
2972,1,1,Checking,3605.932446598287,Custodial Services,51,3686.1992137241687,791,2,Master's Degree,Female
2973,1,3,Savings,3916.4772050883134,Notary Services,33,6831.028367538792,734,0,High School,Male
2974,2,3,Checking,813.8838348236395,Remote Deposit Capture,64,6010.8874378458595,574,2,Ph.D.,Male
2975,1,5,Checking,2237.833459902786,Mobile Wallets,45,7453.385331928769,434,3,Bachelor's Degree,Male
2976,8,3,Checking,4637.0938394735385,Debt Consolidation Loans,51,5175.010516849839,356,4,Master's Degree,Male
2977,1,3,Savings,4875.531042234598,Home Equity Lines of Credit (HELOC),56,4390.149542384219,635,4,Master's Degree,Female
2978,6,1,Checking,858.5130356591835,Mobile Banking,24,9868.986109429268,427,2,Ph.D.,Female
2979,10,1,Savings,4929.131516277885,Auto Loan,52,9142.503962277484,795,2,Bachelor's Degree,Female
2980,6,5,Savings,881.5041482703721,Insurance Services,53,3162.4158021508665,561,0,Bachelor's Degree,Male
2981,4,1,Savings,1495.8127577095038,Financial Education and Counseling,32,6808.488267867247,507,0,Bachelor's Degree,Female
2982,3,3,Savings,1723.704851884849,Cryptocurrency Services,32,3898.4298732176494,681,1,Master's Degree,Female
2983,6,4,Savings,2598.9808965952498,Internet Banking,26,4852.865051110204,322,1,Master's Degree,Male
2984,7,4,Savings,3397.969835460569,Risk Assessment,37,4390.1116574823955,606,2,Ph.D.,Male
2985,4,1,Savings,3815.719342773814,Personal Loan,61,9998.72786072129,425,0,Ph.D.,Male
2986,5,5,Checking,3082.8983786115987,Checking Account,50,2994.0688689724284,657,2,Master's Degree,Male
2987,10,1,Savings,4396.344752113177,Green Banking Initiatives,57,3746.3335658123624,804,3,Master's Degree,Male
2988,9,3,Checking,1353.868129335321,Auto Loan,52,9881.800558181536,742,0,Bachelor's Degree,Male
2989,1,2,Checking,3536.587861786612,Mutual Funds,33,3757.0598749230494,538,0,Master's Degree,Female
2990,4,3,Checking,3453.894342774187,Mobile Banking,64,7644.34451354399,759,2,Bachelor's Degree,Female
2991,4,1,Savings,3118.8848005033137,Documentary Collections,34,2101.9374757625073,780,1,Master's Degree,Female
2992,7,4,Checking,3427.654710559458,Peer-to-Peer (P2P) Payments,35,5157.869213486562,528,4,Master's Degree,Female
2993,9,4,Checking,4485.645057119153,Business Loans,24,3322.4353233870015,526,3,Ph.D.,Male
2994,1,4,Savings,4007.748437153676,Checking Account,19,9147.897065805279,845,4,High School,Male
2995,6,4,Checking,4340.691203013355,Personal Financial Management Tools,56,5761.3324237678935,516,0,High School,Female
2996,7,5,Checking,4185.72143086998,Overdraft Protection,46,6366.004026999621,352,1,Ph.D.,Male
2997,9,3,Checking,4970.414601860676,Business Line of Credit,41,4557.8196848459265,687,0,Ph.D.,Female
2998,5,2,Checking,3949.251849184145,Mobile Banking,34,5528.916773061034,441,1,High School,Female
2999,4,1,Savings,2814.337930498428,Documentary Collections,56,2019.5209776654578,813,2,Master's Degree,Male
3000,1,1,Savings,1601.3074361827478,Financial Workshops and Seminars,36,2340.8322337883315,812,2,High School,Female
3001,1,2,Checking,2996.443778306034,Online Bill Payment,59,9787.929652892124,811,1,Ph.D.,Male
3002,8,3,Savings,3884.9013795051324,Business Loans,57,9000.714654903772,442,4,Bachelor's Degree,Female
3003,10,4,Savings,4071.744586730152,Automated Investment Services (Robo-Advisors),53,4361.061697155101,545,2,Bachelor's Degree,Male
3004,4,5,Checking,3880.568068191057,Cash Management Services,53,7758.624474143004,668,2,High School,Female
3005,8,3,Checking,1280.0245343904398,Student Checking Accounts,44,9097.174569202925,816,4,Master's Degree,Female
3006,6,3,Checking,558.851164734712,Wealth Management,34,4593.954842525867,526,0,Bachelor's Degree,Female
3007,1,3,Checking,3719.513758700042,Debt Consolidation Loans,62,4455.423012882058,321,0,High School,Female
3008,5,3,Checking,3231.899640937554,Financial Advisory,37,7378.6352545806185,420,1,High School,Male
3009,8,4,Savings,4205.651679691237,Charitable Giving Accounts,31,4546.456981035927,772,4,Ph.D.,Male
3010,3,4,Savings,4040.153528378086,Online Bill Payment,20,7947.279738986569,824,2,Master's Degree,Female
3011,10,1,Savings,2072.0412216166233,Overdraft Protection,33,4185.1963531895935,338,2,High School,Male
3012,9,3,Savings,4431.134899797125,Home Equity Lines of Credit (HELOC),37,5231.571839345336,667,3,Ph.D.,Male
3013,10,5,Checking,852.670428295251,Trust and Estate Planning Services,28,3848.8906617207485,616,2,High School,Female
3014,3,1,Savings,1046.6137180254823,Foreign Currency Accounts,22,7966.031858085889,642,2,Ph.D.,Female
3015,5,1,Savings,4931.0371557779135,Online Loan Applications,38,4789.602772607568,657,2,Bachelor's Degree,Female
3016,4,4,Checking,4124.822164586782,Wealth Management,22,3629.3512318606863,623,2,Ph.D.,Male
3017,6,2,Savings,3857.836311090338,Trust and Estate Planning Services,57,2372.7481442223716,342,0,Ph.D.,Male
3018,6,1,Checking,4270.613673668905,Personal Loan,58,3196.2129953653966,733,3,Bachelor's Degree,Female
3019,5,3,Savings,2940.6161452830215,Prepaid Cards,26,4765.182504072227,536,2,Ph.D.,Male
3020,6,3,Savings,3838.5101021661394,Personal Loan,30,9769.21283858806,338,0,Bachelor's Degree,Male
3021,1,4,Checking,678.4740787164882,Financial Workshops and Seminars,45,7162.993243294532,769,2,Ph.D.,Female
3022,5,2,Checking,1261.8324188749907,Home Equity Lines of Credit (HELOC),26,5793.122753019693,571,1,Master's Degree,Male
3023,1,4,Checking,2451.2128537327562,Mortgage,28,8405.381112603052,633,3,High School,Male
3024,9,4,Checking,2934.76505113792,Health Savings Accounts,63,4753.986593009888,399,4,High School,Male
3025,2,4,Checking,515.3485486796113,Health Savings Accounts,60,9510.11597247926,330,4,Ph.D.,Male
3026,3,4,Checking,4366.844413923103,Debt Consolidation Loans,55,9535.946364730298,810,3,High School,Male
3027,3,3,Savings,2563.7048973711867,Insurance Services,46,6647.260778796857,599,1,Bachelor's Degree,Female
3028,5,3,Savings,548.2232409408439,Travel Insurance,30,9601.764475403706,401,0,High School,Male
3029,10,1,Checking,2113.6575116002487,Foreign Currency Accounts,21,6480.599014422202,678,3,Bachelor's Degree,Female
3030,10,4,Savings,4036.4238308008794,Cash Management Services,27,8655.62324050197,797,0,High School,Male
3031,6,1,Savings,1665.9006957020576,Internet Banking,19,2068.8310557821064,555,3,High School,Female
3032,10,2,Checking,1028.63456007183,Small Business Services,57,4570.824585769784,712,2,Master's Degree,Female
3033,3,1,Checking,4652.723424731634,Savings Account,57,2552.8451864123704,562,4,Ph.D.,Male
3034,10,4,Savings,3123.918944227927,Remote Deposit Capture,29,5666.115043352602,411,1,Ph.D.,Male
3035,5,5,Savings,1552.8976546090553,Business Loans,42,5126.412704646473,474,3,Bachelor's Degree,Male
3036,3,4,Savings,3202.0023164566455,Wealth Management,45,6224.491063742554,724,0,High School,Male
3037,1,2,Savings,3620.5356610377485,Peer-to-Peer (P2P) Payments,50,8995.236416622804,433,3,Master's Degree,Male
3038,9,3,Savings,4281.09403164905,Virtual Account Management,41,2122.256463617001,600,4,Master's Degree,Male
3039,7,1,Savings,4098.583219187676,Business Accounts,30,3867.058139498968,627,1,Ph.D.,Female
3040,4,1,Savings,761.794377370462,Green Banking Initiatives,58,5919.422026923476,357,2,Ph.D.,Female
3041,4,1,Savings,833.2183378508604,Online Bill Payment,61,9783.683181485962,648,4,Master's Degree,Male
3042,1,3,Savings,3915.955145346743,Wire Transfers,27,5446.15816982186,836,2,Bachelor's Degree,Male
3043,3,4,Checking,636.5867919021167,Business Line of Credit,41,7963.634347452577,832,1,Ph.D.,Male
3044,6,1,Checking,2582.9661816747052,Currency and Coin Services,52,6838.220854856171,658,0,Ph.D.,Male
3045,5,1,Checking,771.7902736033359,Small Business Services,29,7512.757125921394,694,3,High School,Female
3046,9,1,Savings,1417.2624536501467,Brokerage Account,18,5144.160184944105,724,2,Bachelor's Degree,Female
3047,2,2,Savings,1581.2205409581843,Checking Account,20,4964.280927285181,348,2,High School,Female
3048,10,5,Savings,3792.15113781561,Green Banking Initiatives,61,4892.83685564072,457,0,Ph.D.,Female
3049,5,2,Checking,2579.3217595680712,Savings Account,50,7179.580063136073,759,3,Master's Degree,Male
3050,8,3,Checking,4530.209313455065,Real Estate Financing Consultation,24,9393.082265259041,430,3,High School,Female
3051,10,3,Savings,4797.172306536685,Overdraft Protection,45,4567.510273670623,829,3,High School,Male
3052,6,5,Checking,1672.5701948841481,Trust and Estate Planning Services,48,6694.176664562119,541,0,Ph.D.,Female
3053,5,1,Checking,4014.3815536929355,Risk Assessment,48,2233.195323593881,624,4,Bachelor's Degree,Male
3054,3,2,Checking,3627.2887510864784,Retirement Accounts,30,9274.846994877178,510,0,High School,Male
3055,9,2,Checking,3222.910610306553,Foreign Currency Accounts,62,9673.052862110126,800,2,Ph.D.,Female
3056,1,5,Savings,846.0016564012196,Home Equity Lines of Credit (HELOC),35,8359.20010540909,389,2,Ph.D.,Female
3057,1,3,Checking,4667.832923379966,Trust and Estate Planning Services,34,6465.685344265497,518,3,Bachelor's Degree,Male
3058,9,2,Checking,2354.8921773093452,Internet Banking,33,9999.850966871818,630,4,Bachelor's Degree,Male
3059,10,5,Savings,4662.724987811296,Wealth Management,32,4340.670099692484,649,2,High School,Male
3060,3,4,Savings,1075.1207343018045,Customer Rewards Programs,37,3424.195204855464,797,2,Bachelor's Degree,Female
3061,7,3,Checking,685.5311202785754,Individual Development Accounts (IDAs),19,9233.319884264136,817,0,High School,Male
3062,7,3,Savings,1517.2373344184805,Real Estate Financing Consultation,62,8419.693516710038,839,3,Ph.D.,Female
3063,3,4,Savings,555.6162416854091,Cash Management Services,32,7562.8574222817,534,0,Master's Degree,Female
3064,9,4,Checking,576.235841146738,Business Loans,46,8680.65233660258,487,4,Ph.D.,Female
3065,1,4,Checking,2084.853832727901,Automated Investment Services (Robo-Advisors),59,5545.211738525085,782,0,Ph.D.,Female
3066,2,1,Savings,2284.5703167461697,Documentary Collections,41,6227.2504389821015,496,1,High School,Male
3067,9,3,Savings,1199.0252625409955,Credit Card,62,2314.1102785394423,400,2,High School,Male
3068,3,3,Savings,4956.76767361517,Personal Financial Management Tools,59,6767.775835779402,389,4,Bachelor's Degree,Male
3069,3,4,Checking,754.2718131797369,Internet Banking,58,8457.02844613473,651,3,Bachelor's Degree,Male
3070,10,5,Checking,4868.368170472035,Financial Education and Counseling,52,8771.117073555171,830,4,Ph.D.,Female
3071,5,3,Savings,3248.9187066011204,Business Loans,33,7106.416351741853,626,2,Ph.D.,Female
3072,7,2,Checking,1353.2862107828664,Prepaid Cards,37,6798.295667949556,753,2,High School,Male
3073,9,4,Savings,4818.218901111765,Individual Development Accounts (IDAs),44,8795.395003249629,683,0,High School,Female
3074,10,4,Savings,1710.11290510962,Brokerage Account,64,5631.567589918617,709,3,Bachelor's Degree,Male
3075,4,2,Savings,3351.723746640869,Mutual Funds,35,5193.1235445131115,697,2,Master's Degree,Female
3076,5,5,Savings,1553.377272027455,Financial Software Integration,49,6301.786247261228,445,0,High School,Female
3077,5,4,Savings,1384.4506893571893,Financial Education and Counseling,37,8583.469101816048,667,4,Ph.D.,Female
3078,5,4,Checking,3958.2782188967326,Small Business Services,43,2679.516002258755,346,4,High School,Male
3079,1,5,Savings,2658.3072202507515,Peer-to-Peer (P2P) Payments,37,2801.4990923405685,831,1,High School,Male
3080,4,4,Checking,2418.771734918366,Wealth Management,24,3545.92792557701,607,0,Master's Degree,Female
3081,2,3,Checking,3265.2132019591845,Insurance Services,42,5322.365704872909,452,3,High School,Male
3082,9,1,Checking,4735.855772650086,Internet Banking,49,8971.127973151595,472,3,Bachelor's Degree,Male
3083,4,2,Savings,878.8700868687793,Real Estate Financing Consultation,21,7372.449379887837,849,4,High School,Female
3084,2,3,Savings,629.4107939748324,Fraud Protection Services,29,6261.448603958603,642,3,Master's Degree,Female
3085,9,1,Savings,3795.9260446385506,Financial Software Integration,58,3617.8582842104197,610,2,Bachelor's Degree,Male
3086,9,3,Savings,1013.4605439445703,Charitable Giving Accounts,37,7154.310968174788,735,0,Ph.D.,Male
3087,10,5,Checking,1160.401013231156,ATM Fee Reimbursement,42,3039.2355015587855,703,3,Bachelor's Degree,Female
3088,4,4,Savings,4488.656970197064,Retirement Accounts,28,5390.684777679799,780,3,Ph.D.,Male
3089,3,4,Checking,1415.275965074193,Mutual Funds,54,9153.608266288753,427,4,Master's Degree,Male
3090,3,3,Savings,898.832853124612,Travel Insurance,46,2795.7596578850535,513,4,Master's Degree,Female
3091,4,5,Checking,546.0244145753785,Wire Transfers,28,9368.30367209974,418,1,Master's Degree,Female
3092,5,4,Savings,4952.25275776067,ATM Fee Reimbursement,37,3708.2082306817874,567,2,Ph.D.,Male
3093,3,2,Savings,993.3632598816748,ATM Fee Reimbursement,63,3312.682052569267,404,4,High School,Female
3094,9,5,Savings,691.7184996357881,Business Line of Credit,48,4805.319519543345,553,0,High School,Female
3095,4,3,Savings,4656.255892988335,Online Loan Applications,28,3956.8784235592275,685,1,Master's Degree,Male
3096,10,4,Savings,2918.8705028351924,Business Accounts,37,8986.699518200277,841,1,Master's Degree,Male
3097,10,4,Savings,2072.6386011598556,Virtual Account Management,61,4016.1403756059294,477,4,Ph.D.,Male
3098,10,5,Checking,3453.7812101216555,Documentary Collections,61,8863.535193810196,303,1,High School,Male
3099,6,1,Checking,2445.060703797926,Mobile Wallets,42,5662.846435867557,791,1,High School,Female
3100,7,5,Savings,1903.1527171220025,Electronic Funds Transfer,62,7748.621809125015,706,2,Bachelor's Degree,Male
3101,1,5,Checking,2390.0872592292053,Financial Workshops and Seminars,21,2737.815478639931,675,0,Master's Degree,Female
3102,10,1,Savings,569.6391179408099,Debt Consolidation Loans,51,6291.969603199747,742,3,High School,Male
3103,8,4,Savings,1140.0884795777101,Financial Software Integration,32,3662.3105195172284,339,1,High School,Female
3104,7,4,Checking,2736.7975975774216,Ethical Investing Solutions,26,9128.001288868203,331,4,Ph.D.,Male
3105,5,4,Checking,2880.2185637906805,Savings Account,47,6301.013921554296,486,2,Ph.D.,Male
3106,6,3,Checking,4110.650255678563,Mortgage,38,6208.596939080695,749,4,High School,Female
3107,4,4,Checking,3894.7494909172915,Trust and Estate Planning Services,34,3666.2743923013227,458,3,Bachelor's Degree,Female
3108,5,2,Savings,3487.2321684409285,Online Loan Applications,25,9245.395186000449,487,0,High School,Male
3109,9,3,Savings,1757.501166491009,Financial Software Integration,39,8557.27011193409,661,1,Bachelor's Degree,Male
3110,5,2,Checking,2684.1528964126387,ATM Services,57,4606.5885219192405,325,0,Ph.D.,Male
3111,6,1,Checking,3997.3343688197115,Savings Account,62,6489.979765306695,562,0,Bachelor's Degree,Male
3112,6,1,Checking,2684.5093069482796,Virtual Account Management,26,6040.340860230395,506,4,Bachelor's Degree,Female
3113,8,1,Checking,3999.807110645048,Notary Services,38,6968.4229792690485,555,1,High School,Male
3114,2,3,Checking,3346.5083548492535,Internet Banking,62,9234.389468087938,360,3,Ph.D.,Male
3115,1,5,Savings,1636.3562290895231,Customer Rewards Programs,61,4759.485924932873,302,0,Ph.D.,Female
3116,4,3,Checking,3096.984261909307,Currency Exchange,59,9672.572421998626,633,1,Ph.D.,Male
3117,3,2,Savings,4724.660279307717,Virtual Account Management,47,6188.587945326313,555,1,High School,Male
3118,2,1,Checking,902.2289047936845,Business Loans,25,8643.721548754453,582,1,Ph.D.,Male
3119,4,3,Savings,4951.937483275116,Real Estate Financing Consultation,42,6804.61277180453,416,3,Master's Degree,Male
3120,7,2,Checking,1343.0103045328237,Credit Card,18,2844.0712379280235,554,4,Ph.D.,Female
3121,2,2,Savings,2864.5576440483114,Retirement Accounts,20,4897.046656688422,689,1,High School,Female
3122,4,3,Checking,2534.687359343202,ATM Fee Reimbursement,24,3696.956241042364,369,4,Master's Degree,Male
3123,9,4,Savings,3021.415267676632,Currency and Coin Services,62,6601.8767324661385,442,1,Bachelor's Degree,Female
3124,2,1,Checking,2145.873584677782,Insurance Services,30,2752.9484085714257,658,2,Bachelor's Degree,Female
3125,3,3,Checking,4177.271563262337,Debt Consolidation Loans,47,6530.480279634587,789,0,Ph.D.,Female
3126,1,4,Checking,1803.0876992712572,Mobile Wallets,43,8818.0744856815,468,1,Bachelor's Degree,Male
3127,1,4,Savings,1113.6588006341428,Online Bill Payment,26,6831.839174671772,424,4,Bachelor's Degree,Female
3128,8,2,Savings,924.9518696157594,Financial Education and Counseling,46,3089.3979791113225,521,2,High School,Female
3129,3,2,Checking,787.3818558646667,Online Loan Applications,53,9343.710933041875,535,1,Ph.D.,Male
3130,6,1,Savings,3975.042430533123,Brokerage Account,48,6892.003060303531,417,0,High School,Male
3131,6,3,Savings,4926.219821142673,Mobile Banking,47,4138.194470437134,693,2,Ph.D.,Female
3132,5,2,Checking,3357.058953071224,Online Bill Payment,58,9462.623602291424,615,1,Master's Degree,Male
3133,7,1,Savings,3212.290106759141,Safe Deposit Boxes,56,5117.645316095709,345,3,High School,Female
3134,3,3,Checking,1957.613456562586,Green Banking Initiatives,25,3307.8280142689787,345,2,Master's Degree,Male
3135,3,3,Checking,1366.1968947448077,Real Estate Financing Consultation,37,5795.714170464378,833,2,High School,Female
3136,5,4,Checking,3427.134854153733,Health Savings Accounts,33,4330.96603587211,611,0,Master's Degree,Female
3137,3,3,Savings,4058.5163634073087,Mortgage,23,8498.331711864954,330,1,Bachelor's Degree,Female
3138,8,5,Checking,4169.532249316297,Safe Deposit Boxes,20,7400.811827496855,492,4,High School,Female
3139,7,1,Checking,2075.1131149282282,Peer-to-Peer (P2P) Payments,36,9144.06006801673,844,2,Master's Degree,Male
3140,4,2,Savings,2465.155465832592,Individual Development Accounts (IDAs),39,2582.316228010075,533,4,Master's Degree,Female
3141,9,3,Checking,1598.0281305184012,Merchant Services,23,6855.1211805389075,474,0,Master's Degree,Female
3142,6,2,Savings,2731.7126732918387,Personal Loan,59,5353.57603167928,473,1,Bachelor's Degree,Female
3143,7,2,Savings,4788.622896141846,Small Business Services,23,5443.915165536222,711,3,High School,Female
3144,2,2,Savings,1551.664853114895,Prepaid Cards,31,7907.313102183811,593,0,Ph.D.,Female
3145,1,4,Savings,2782.7077263753417,Prepaid Cards,51,2628.2170609915347,824,3,Ph.D.,Male
3146,2,3,Checking,1482.416249395781,Debt Consolidation Loans,49,4571.585390193501,542,4,Master's Degree,Female
3147,1,5,Savings,1154.726849051509,Trust and Estate Planning Services,22,7109.205081527731,584,3,Ph.D.,Male
3148,1,2,Savings,4195.398075340607,Mobile Wallets,41,3001.521451205428,781,1,Bachelor's Degree,Male
3149,4,5,Checking,4882.410016643149,Business Accounts,33,9835.392579371262,563,4,Bachelor's Degree,Male
3150,1,2,Savings,1112.1819097067885,Currency and Coin Services,40,4009.1314222096653,685,2,Bachelor's Degree,Male
3151,1,4,Savings,4645.346731910716,Student Loans,53,3244.9041801948815,627,2,Ph.D.,Male
3152,3,3,Checking,4750.000137344302,Financial Advisory,21,6481.8189374347,767,4,Ph.D.,Female
3153,6,3,Savings,723.1254698426732,Student Loans,34,8128.071109838869,586,3,High School,Male
3154,6,1,Checking,4447.867667713139,Retirement Accounts,57,9342.848980679784,366,1,Bachelor's Degree,Male
3155,6,5,Checking,4986.597170912181,Personal Financial Management Tools,43,2388.176851663191,786,4,Master's Degree,Male
3156,9,5,Checking,2085.9414167113846,Student Checking Accounts,53,2300.9731337634294,420,1,Bachelor's Degree,Female
3157,6,4,Savings,3056.886011130159,Student Checking Accounts,61,6309.537586490641,608,0,Ph.D.,Female
3158,5,3,Savings,4300.39626908358,Virtual Account Management,56,7900.787032663965,505,4,Bachelor's Degree,Female
3159,3,5,Checking,4876.038092642227,Currency Exchange,46,9496.77604376748,455,1,Bachelor's Degree,Female
3160,3,3,Checking,708.7014254964831,Health Savings Accounts,29,2069.8568934125838,810,2,Master's Degree,Male
3161,8,1,Checking,2174.7403750353446,Retirement Accounts,41,8815.325766224558,490,2,Master's Degree,Male
3162,1,4,Checking,2457.2094358341647,Personal Loan,30,9917.554925124201,815,0,Master's Degree,Male
3163,2,4,Checking,4890.490076576214,Financial Advisory,55,9606.42852421768,787,0,Ph.D.,Male
3164,10,2,Savings,3090.3281281109707,Mutual Funds,39,3948.160340908416,461,2,Ph.D.,Male
3165,1,4,Savings,1639.3404354910217,Prepaid Cards,28,9457.78392443115,816,3,Bachelor's Degree,Female
3166,6,2,Savings,2567.630978485332,Green Banking Initiatives,36,4727.809094023573,687,1,High School,Male
3167,3,5,Checking,2690.4646391816705,Individual Development Accounts (IDAs),44,6739.580136927764,791,2,Bachelor's Degree,Female
3168,9,3,Checking,4858.094081319625,Financial Education and Counseling,27,5556.850025583171,386,4,Ph.D.,Male
